,name,interests,ages_ranges,genders,behavior,scholarities,languages,family_statuses,relationship_statuses,geo_locations,household_composition,all_fields,targeting,response,audience,timestamp,publisher_platforms
30,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023287393783], u'name': u'Expats (Netherlands)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023287393783], u'name': u'Expats (Netherlands)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023287393783}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":3200,""estimate_ready"":true}}",3200,1496049092,"[""facebook""]"
31,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023356955383], u'name': u'Expats (Nepal)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023356955383], u'name': u'Expats (Nepal)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023356955383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":15000,""estimate_ready"":true}}",15000,1496049092,"[""facebook""]"
32,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023516338783], u'name': u'Expats (Morocco)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023516338783], u'name': u'Expats (Morocco)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023516338783}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":6100,""estimate_ready"":true}}",6100,1496049092,"[""facebook""]"
33,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023676072183], u'name': u'Expats (Mexico)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023676072183], u'name': u'Expats (Mexico)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023676072183}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":190000,""estimate_ready"":true}}",190000,1496049092,"[""facebook""]"
34,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6027147160983], u'name': u'Expats (Malaysia)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6027147160983], u'name': u'Expats (Malaysia)'}))","{'flexible_spec': [{'behaviors': [{'id': 6027147160983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":7700,""estimate_ready"":true}}",7700,1496049092,"[""facebook""]"
35,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6068613839383], u'name': u'Expats (Latvia)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6068613839383], u'name': u'Expats (Latvia)'}))","{'flexible_spec': [{'behaviors': [{'id': 6068613839383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":1100,""estimate_ready"":true}}",1100,1496049092,"[""facebook""]"
36,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6018796980983], u'name': u'Expats (Kenya)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6018796980983], u'name': u'Expats (Kenya)'}))","{'flexible_spec': [{'behaviors': [{'id': 6018796980983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":2200,""estimate_ready"":true}}",2200,1496049092,"[""facebook""]"
37,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023676028783], u'name': u'Expats (Japan)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023676028783], u'name': u'Expats (Japan)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023676028783}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":16000,""estimate_ready"":true}}",16000,1496049092,"[""facebook""]"
38,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019396654583], u'name': u'Expats (Italy)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019396654583], u'name': u'Expats (Italy)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019396654583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":22000,""estimate_ready"":true}}",22000,1496049092,"[""facebook""]"
39,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6025000823583], u'name': u'Expats (Israel)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6025000823583], u'name': u'Expats (Israel)'}))","{'flexible_spec': [{'behaviors': [{'id': 6025000823583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":17000,""estimate_ready"":true}}",17000,1496049092,"[""facebook""]"
40,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019396650783], u'name': u'Expats (Ireland)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019396650783], u'name': u'Expats (Ireland)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019396650783}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":11000,""estimate_ready"":true}}",11000,1496049092,"[""facebook""]"
41,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6027149017383], u'name': u'Expats (Iran)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6027149017383], u'name': u'Expats (Iran)'}))","{'flexible_spec': [{'behaviors': [{'id': 6027149017383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":5300,""estimate_ready"":true}}",5300,1496049092,"[""facebook""]"
42,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019564344583], u'name': u'Expats (Indonesia)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019564344583], u'name': u'Expats (Indonesia)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019564344583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":7800,""estimate_ready"":true}}",7800,1496049092,"[""facebook""]"
43,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6016916298983], u'name': u'Expats (India)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6016916298983], u'name': u'Expats (India)'}))","{'flexible_spec': [{'behaviors': [{'id': 6016916298983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":93000,""estimate_ready"":true}}",93000,1496049092,"[""facebook""]"
44,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019396638383], u'name': u'Expats (Hungary)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019396638383], u'name': u'Expats (Hungary)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019396638383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":3300,""estimate_ready"":true}}",3300,1496049092,"[""facebook""]"
45,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023676022783], u'name': u'Expats (Hong Kong)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023676022783], u'name': u'Expats (Hong Kong)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023676022783}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":15000,""estimate_ready"":true}}",15000,1496049092,"[""facebook""]"
46,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6059793664583], u'name': u'Expats (Honduras)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6059793664583], u'name': u'Expats (Honduras)'}))","{'flexible_spec': [{'behaviors': [{'id': 6059793664583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":50000,""estimate_ready"":true}}",50000,1496049092,"[""facebook""]"
47,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6018797373783], u'name': u'Expats (Haiti)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6018797373783], u'name': u'Expats (Haiti)'}))","{'flexible_spec': [{'behaviors': [{'id': 6018797373783}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":33000,""estimate_ready"":true}}",33000,1496049092,"[""facebook""]"
48,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019673808383], u'name': u'Expats (Guatemala)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019673808383], u'name': u'Expats (Guatemala)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019673808383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":61000,""estimate_ready"":true}}",61000,1496049092,"[""facebook""]"
49,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023676017583], u'name': u'Expats (Greece)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023676017583], u'name': u'Expats (Greece)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023676017583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":20,""estimate_ready"":true}}",20,1496049092,"[""facebook""]"
50,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019673448383], u'name': u'Expats (Ghana)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019673448383], u'name': u'Expats (Ghana)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019673448383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":17000,""estimate_ready"":true}}",17000,1496049092,"[""facebook""]"
51,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019367052983], u'name': u'Expats (Germany)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019367052983], u'name': u'Expats (Germany)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019367052983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":10000,""estimate_ready"":true}}",10000,1496049092,"[""facebook""]"
52,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019367014383], u'name': u'Expats (France)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019367014383], u'name': u'Expats (France)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019367014383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":20000,""estimate_ready"":true}}",20000,1496049092,"[""facebook""]"
53,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6068209522983], u'name': u'Expats (Finland)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6068209522983], u'name': u'Expats (Finland)'}))","{'flexible_spec': [{'behaviors': [{'id': 6068209522983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":1100,""estimate_ready"":true}}",1100,1496049092,"[""facebook""]"
54,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6018797165983], u'name': u'Expats (Ethiopia)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6018797165983], u'name': u'Expats (Ethiopia)'}))","{'flexible_spec': [{'behaviors': [{'id': 6018797165983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":2600,""estimate_ready"":true}}",2600,1496049092,"[""facebook""]"
55,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6023287351383], u'name': u'Expats (Estonian)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6023287351383], u'name': u'Expats (Estonian)'}))","{'flexible_spec': [{'behaviors': [{'id': 6023287351383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":360,""estimate_ready"":true}}",360,1496049092,"[""facebook""]"
56,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019673777983], u'name': u'Expats (El Salvador)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019673777983], u'name': u'Expats (El Salvador)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019673777983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":78000,""estimate_ready"":true}}",78000,1496049092,"[""facebook""]"
57,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6027148953383], u'name': u'Expats (Egypt)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6027148953383], u'name': u'Expats (Egypt)'}))","{'flexible_spec': [{'behaviors': [{'id': 6027148953383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":17000,""estimate_ready"":true}}",17000,1496049092,"[""facebook""]"
58,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019673762183], u'name': u'Expats (Dominican Republic)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019673762183], u'name': u'Expats (Dominican Republic)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019673762183}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":350000,""estimate_ready"":true}}",350000,1496049092,"[""facebook""]"
59,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6018797127383], u'name': u'Expats (Cuba)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6018797127383], u'name': u'Expats (Cuba)'}))","{'flexible_spec': [{'behaviors': [{'id': 6018797127383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":6600,""estimate_ready"":true}}",6600,1496049092,"[""facebook""]"
60,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019673525983], u'name': u'Expats (Colombia)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019673525983], u'name': u'Expats (Colombia)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019673525983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":69000,""estimate_ready"":true}}",69000,1496049092,"[""facebook""]"
61,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019452369983], u'name': u'Expats (China)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019452369983], u'name': u'Expats (China)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019452369983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":66000,""estimate_ready"":true}}",66000,1496049092,"[""facebook""]"
62,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6025054896983], u'name': u'Expats (Chile)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6025054896983], u'name': u'Expats (Chile)'}))","{'flexible_spec': [{'behaviors': [{'id': 6025054896983}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":6600,""estimate_ready"":true}}",6600,1496049092,"[""facebook""]"
63,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019396764183], u'name': u'Expats (Canada)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019396764183], u'name': u'Expats (Canada)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019396764183}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":23000,""estimate_ready"":true}}",23000,1496049092,"[""facebook""]"
64,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6018797036783], u'name': u'Expats (Cameroon)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6018797036783], u'name': u'Expats (Cameroon)'}))","{'flexible_spec': [{'behaviors': [{'id': 6018797036783}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":1600,""estimate_ready"":true}}",1600,1496049092,"[""facebook""]"
65,Expats Distribution in New York,,{u'min': 18},0.0,"{u'or': [6019564340583], u'name': u'Expats (Brazil)'}",,,,,"{u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}",,"(('genders', 0), ('ages_ranges', {u'min': 18}), ('geo_locations', {u'values': [{u'key': u'2490299'}], u'name': u'cities', u'location_types': [u'home']}), ('behavior', {u'or': [6019564340583], u'name': u'Expats (Brazil)'}))","{'flexible_spec': [{'behaviors': [{'id': 6019564340583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'cities': [{u'key': u'2490299'}], 'location_types': [u'home']}, 'age_min': 18, 'genders': [0], 'age_max': None}","{""data"":{""users"":32000,""estimate_ready"":true}}",32000,1496049092,"[""facebook""]"
